farm,method,season,year,month,day,week,location,basin,net_nights,char,trout,filter
2,net,summer,1985,6,19,NA,NA,2,NA,12,0,1
4,net,summer,1985,6,19,NA,Álftavogur,2,6,0,0,1
8,net,summer,1985,6,19,NA,NA,2,18,10,0,1
11,net,summer,1985,6,19,NA,Bolir,3,18,21,3,1
21,net,summer,1985,6,19,NA,Bolir,3,6,7,0,1
25,net,summer,1985,6,19,NA,O Eyja,2,8,7,0,1
26,net,summer,1985,6,19,NA,V-Vaeteyrar,2,8,8,0,1
28,net,summer,1985,6,19,NA,Alar,2,4,6,0,1
30,net,summer,1985,6,19,NA,NA,NA,12,5,4,1
31,net,summer,1985,6,19,NA,Vogafloi,1,12,6,5,1
35,net,summer,1985,6,19,NA,NA,2,10,5,0,1
2,net,summer,1985,6,20,NA,NA,2,NA,7,0,1
4,net,summer,1985,6,20,NA,Álftavogur,2,6,5,0,1
8,net,summer,1985,6,20,NA,NA,2,18,11,0,1
11,net,summer,1985,6,20,NA,Bolir,3,18,25,2,1
17,net,summer,1985,6,20,NA,NA,NA,NA,3,0,1
25,net,summer,1985,6,20,NA,O Eyja,2,8,6,0,1
26,net,summer,1985,6,20,NA,V-Vaeteyrar,2,8,5,0,1
28,net,summer,1985,6,20,NA,Alar,2,6,4,0,1
30,net,summer,1985,6,20,NA,NA,NA,12,15,0,1
31,net,summer,1985,6,20,NA,Vogafloi,1,12,8,7,1
35,net,summer,1985,6,20,NA,NA,2,10,3,0,1
2,net,summer,1985,6,21,NA,NA,2,NA,6,0,1
4,net,summer,1985,6,21,NA,Álftavogur,2,6,0,0,1
8,net,summer,1985,6,21,NA,NA,2,18,12,0,1
11,net,summer,1985,6,21,NA,Bolir,3,18,22,2,1
21,net,summer,1985,6,21,NA,Bolir,3,6,19,0,1
25,net,summer,1985,6,21,NA,O Eyja,2,8,6,0,1
27,net,summer,1985,6,21,NA,Bakkar,2,5,NA,3,1
28,net,summer,1985,6,21,NA,Alar,2,6,4,1,1
30,net,summer,1985,6,21,NA,NA,NA,12,5,3,1
31,net,summer,1985,6,21,NA,Vogafloi,1,12,18,4,1
35,net,summer,1985,6,21,NA,NA,2,10,3,1,1
2,net,summer,1985,6,22,NA,NA,2,NA,5,0,1
4,net,summer,1985,6,22,NA,Álftavogur,2,6,0,0,1
8,net,summer,1985,6,22,NA,NA,2,18,18,0,1
11,net,summer,1985,6,22,NA,Bolir,3,18,14,3,1
17,net,summer,1985,6,22,NA,NA,NA,NA,5,0,1
21,net,summer,1985,6,22,NA,Bolir,3,6,11,0,1
25,net,summer,1985,6,22,NA,O Eyja,2,8,9,1,1
26,net,summer,1985,6,22,NA,V-Vaeteyrar,2,16,4,0,1
30,net,summer,1985,6,22,NA,NA,NA,12,5,3,1
31,net,summer,1985,6,22,NA,Vogafloi,1,12,10,4,1
4,net,summer,1985,6,23,NA,Álftavogur,2,6,5,0,1
8,net,summer,1985,6,23,NA,NA,2,18,20,0,1
21,net,summer,1985,6,23,NA,Bolir,3,6,3,0,1
25,net,summer,1985,6,23,NA,O Eyja,2,8,6,0,1
30,net,summer,1985,6,23,NA,NA,NA,12,14,10,1
31,net,summer,1985,6,23,NA,Framfloi,2,12,8,1,1
4,net,summer,1985,6,24,NA,Álftavogur,2,6,0,0,1
8,net,summer,1985,6,24,NA,NA,2,18,16,0,1
11,net,summer,1985,6,24,NA,Bolir,3,18,15,0,1
21,net,summer,1985,6,24,NA,Bolir,3,6,5,0,1
25,net,summer,1985,6,24,NA,O Eyja,2,8,13,1,1
27,net,summer,1985,6,24,NA,Bakkar,2,5,8,0,1
31,net,summer,1985,6,24,NA,Framfloi,2,12,9,3,1
4,net,summer,1985,6,25,NA,Álftavogur,2,6,0,0,1
8,net,summer,1985,6,25,NA,NA,2,18,18,0,1
9,net,summer,1985,6,25,NA,Lambhofdi,2,3,7,0,1
11,net,summer,1985,6,25,NA,Bolir,3,18,16,0,1
25,net,summer,1985,6,25,NA,O Eyja,2,8,10,2,1
26,net,summer,1985,6,25,NA,V- Holur,2,8,15,1,1
27,net,summer,1985,6,25,NA,Bakkar,2,5,3,1,1
28,net,summer,1985,6,25,NA,Alar,2,7,7,0,1
31,net,summer,1985,6,25,NA,Framfloi,2,12,15,5,1
35,net,summer,1985,6,25,NA,NA,2,10,9,0,1
4,net,summer,1985,6,26,NA,Álftavogur,2,6,4,0,1
8,net,summer,1985,6,26,NA,NA,2,18,12,0,1
9,net,summer,1985,6,26,NA,Lambhofdi,2,6,3,0,1
11,net,summer,1985,6,26,NA,Bolir,3,18,31,6,1
25,net,summer,1985,6,26,NA,O Eyja,2,8,11,1,1
26,net,summer,1985,6,26,NA,V- Holur,2,8,11,0,1
28,net,summer,1985,6,26,NA,Alar,2,8,11,0,1
31,net,summer,1985,6,26,NA,Framfloi,2,12,17,1,1
35,net,summer,1985,6,26,NA,NA,2,10,5,0,1
4,net,summer,1985,6,27,NA,Álftavogur,2,6,0,0,1
8,net,summer,1985,6,27,NA,NA,2,18,8,0,1
9,net,summer,1985,6,27,NA,Lambhofdi,2,7,12,0,1
11,net,summer,1985,6,27,NA,Bolir,3,18,18,3,1
25,net,summer,1985,6,27,NA,O Eyja,2,8,8,1,1
26,net,summer,1985,6,27,NA,V- Holur,2,8,9,1,1
30,net,summer,1985,6,27,NA,NA,NA,12,20,10,1
31,net,summer,1985,6,27,NA,Framfloi,2,12,4,1,1
35,net,summer,1985,6,27,NA,NA,2,10,3,0,1
2,net,summer,1985,6,28,NA,NA,2,NA,13,0,1
4,net,summer,1985,6,28,NA,Álftavogur,2,6,0,0,1
8,net,summer,1985,6,28,NA,NA,2,18,9,0,1
9,net,summer,1985,6,28,NA,Lambhofdi,2,9,19,0,1
11,net,summer,1985,6,28,NA,Bolir,3,18,21,NA,1
25,net,summer,1985,6,28,NA,O Eyja,2,8,9,1,1
26,net,summer,1985,6,28,NA,V- Holur,2,8,3,4,1
30,net,summer,1985,6,28,NA,NA,NA,12,16,7,1
31,net,summer,1985,6,28,NA,Framfloi,2,12,3,12,1
35,net,summer,1985,6,28,NA,NA,2,10,4,0,1
2,net,summer,1985,6,29,NA,NA,2,NA,10,0,1
4,net,summer,1985,6,29,NA,Álftavogur,2,6,5,0,1
4,net,summer,1985,6,29,NA,Sydrifloi,2,5,2,0,1
8,net,summer,1985,6,29,NA,NA,2,18,13,0,1
9,net,summer,1985,6,29,NA,Lambhofdi,2,9,12,0,1
25,net,summer,1985,6,29,NA,O Eyja,2,8,8,2,1
26,net,summer,1985,6,29,NA,V- Holur,2,8,4,3,1
28,net,summer,1985,6,29,NA,Alar,2,7,11,0,1
30,net,summer,1985,6,29,NA,NA,NA,12,16,2,1
31,net,summer,1985,6,29,NA,Framfloi,2,12,4,2,1
35,net,summer,1985,6,29,NA,NA,2,10,10,0,1
2,net,summer,1985,6,30,NA,NA,2,NA,9,0,1
4,net,summer,1985,6,30,NA,Álftavogur,2,6,4,0,1
4,net,summer,1985,6,30,NA,Sydrifloi,2,5,15,0,1
8,net,summer,1985,6,30,NA,NA,2,18,18,0,1
9,net,summer,1985,6,30,NA,Lambhofdi,2,9,13,0,1
21,net,summer,1985,6,30,NA,NA,3,6,7,1,1
25,net,summer,1985,6,30,NA,O Eyja,2,8,4,0,1
26,net,summer,1985,6,30,NA,V- Holur,2,8,3,0,1
27,net,summer,1985,6,30,NA,Bakkar,2,5,3,0,1
28,net,summer,1985,6,30,NA,Alar,2,7,13,0,1
30,net,summer,1985,6,30,NA,NA,NA,12,12,5,1
31,net,summer,1985,6,30,NA,Vogafloi,1,12,2,6,1
8,net,summer,1985,6,31,NA,NA,2,18,15,0,1
5,net,summer,1985,7,NA,NA,Sydrifl-Nesl,NA,NA,14,12,1
7,net,summer,1985,7,NA,NA,Sydrifl-Nesl,2,NA,60,20,1
10,net,summer,1985,7,NA,NA,NA,2,NA,139,3,1
19,net,summer,1985,7,NA,NA,Ytrifloi,1,8,27,0,1
29,net,summer,1985,7,NA,NA,NA,2,NA,197,2,1
8,net,summer,1985,7,1,NA,NA,2,18,12,0,1
9,net,summer,1985,7,1,NA,Lambhofdi,2,9,8,0,1
11,net,summer,1985,7,1,NA,Floi-Bolir,2,18,30,3,1
25,net,summer,1985,7,1,NA,O Eyja + SF,2,8,8,1,1
26,net,summer,1985,7,1,NA,V- Holur,2,8,2,1,1
30,net,summer,1985,7,1,NA,NA,NA,12,25,0,1
31,net,summer,1985,7,1,NA,Vogafloi,1,12,4,1,1
35,net,summer,1985,7,1,NA,NA,2,10,6,2,1
4,net,summer,1985,7,2,NA,Sydrifloi,2,5,8,2,1
9,net,summer,1985,7,2,NA,Lambhofdi,2,9,2,1,1
25,net,summer,1985,7,2,NA,O Eyja + SF,2,8,3,0,1
8,net,summer,1985,7,3,NA,NA,2,18,20,0,1
9,net,summer,1985,7,3,NA,Lambhofdi,2,9,2,0,1
11,net,summer,1985,7,3,NA,Floi-Bolir,2,18,21,0,1
12,net,summer,1985,7,3,NA,Sydri-Bolur,3,9,5,0,1
15,net,summer,1985,7,3,NA,Hrauneyarlei,1,6,16,4,1
16,net,summer,1985,7,3,NA,Daudahaf,1,6,16,0,1
18,net,summer,1985,7,3,NA,Sydri-Bolur,3,8,8,0,1
23,net,summer,1985,7,3,NA,Ytriflói,1,NA,27,2,1
25,net,summer,1985,7,3,NA,O Eyja + SF,2,8,7,0,1
26,net,summer,1985,7,3,NA,V- Holur,2,8,8,0,1
28,net,summer,1985,7,3,NA,NA,2,6,7,1,1
31,net,summer,1985,7,3,NA,Vogafloi,1,12,7,1,1
2,net,summer,1985,7,4,NA,NA,2,NA,23,2,1
8,net,summer,1985,7,4,NA,NA,2,18,16,0,1
9,net,summer,1985,7,4,NA,Lambhofdi,2,9,6,0,1
11,net,summer,1985,7,4,NA,Floi-Bolir,2,18,18,0,1
12,net,summer,1985,7,4,NA,S-Y-Bolur,3,15,12,0,1
15,net,summer,1985,7,4,NA,Hrauneyarlei,1,6,17,3,1
16,net,summer,1985,7,4,NA,Daudahaf,1,6,12,0,1
23,net,summer,1985,7,4,NA,Ytriflói,1,NA,5,2,1
25,net,summer,1985,7,4,NA,O Eyja + SF,2,8,10,1,1
26,net,summer,1985,7,4,NA,V- Holur,2,8,16,0,1
27,net,summer,1985,7,4,NA,Bakkar,2,5,3,0,1
28,net,summer,1985,7,4,NA,NA,2,7,11,0,1
31,net,summer,1985,7,4,NA,Vogafloi,1,12,10,7,1
35,net,summer,1985,7,4,NA,NA,2,10,5,1,1
8,net,summer,1985,7,5,NA,NA,2,18,13,1,1
11,net,summer,1985,7,5,NA,Floi-Bolir,2,18,28,8,1
12,net,summer,1985,7,5,NA,S-Y-Bolur,3,15,18,0,1
13,net,summer,1985,7,5,NA,S-Sluttnes,1,8,1,8,1
15,net,summer,1985,7,5,NA,Hrauneyarlei,1,6,7,1,1
16,net,summer,1985,7,5,NA,Daudahaf,1,6,12,0,1
25,net,summer,1985,7,5,NA,O Eyja + SF,2,8,7,1,1
26,net,summer,1985,7,5,NA,V- Holur,2,8,7,0,1
27,net,summer,1985,7,5,NA,Bakkar,2,5,1,0,1
28,net,summer,1985,7,5,NA,NA,2,7,3,1,1
31,net,summer,1985,7,5,NA,Vogafloi,1,12,10,5,1
2,net,summer,1985,7,6,NA,NA,2,NA,20,3,1
8,net,summer,1985,7,6,NA,NA,2,18,10,2,1
9,net,summer,1985,7,6,NA,Lambhofdi,2,18,1,0,1
11,net,summer,1985,7,6,NA,Floi-Bolir,2,18,24,1,1
12,net,summer,1985,7,6,NA,S-Y-Bolur,3,15,12,2,1
15,net,summer,1985,7,6,NA,Skurdir,1,6,5,3,1
16,net,summer,1985,7,6,NA,Daudahaf,1,6,10,0,1
25,net,summer,1985,7,6,NA,O Eyja + SF,2,8,6,1,1
26,net,summer,1985,7,6,NA,V- Holur,2,8,1,0,1
27,net,summer,1985,7,6,NA,Bakkar,2,5,3,0,1
31,net,summer,1985,7,6,NA,Vogafl/Framf,NA,12,12,33,1
35,net,summer,1985,7,6,NA,NA,2,10,5,1,1
2,net,summer,1985,7,7,NA,NA,2,NA,9,1,1
8,net,summer,1985,7,7,NA,NA,2,18,8,0,1
9,net,summer,1985,7,7,NA,Lambhofdi,2,9,7,0,1
11,net,summer,1985,7,7,NA,Floi-Bolir,2,18,22,4,1
12,net,summer,1985,7,7,NA,S-Y-Bolur,3,15,20,0,1
15,net,summer,1985,7,7,NA,Skurdir,1,6,13,8,1
16,net,summer,1985,7,7,NA,Daudahaf,1,6,7,0,1
23,net,summer,1985,7,7,NA,Ytriflói,1,NA,11,2,1
25,net,summer,1985,7,7,NA,O Eyja + SF,2,8,9,0,1
26,net,summer,1985,7,7,NA,V- Holur,2,8,6,0,1
27,net,summer,1985,7,7,NA,Bakkar,2,5,1,0,1
30,net,summer,1985,7,7,NA,NA,NA,12,0,7,1
31,net,summer,1985,7,7,NA,Vogafl/Framf,NA,12,7,22,1
35,net,summer,1985,7,7,NA,NA,2,10,10,5,1
24,hook,summer,1985,7,7,NA,Bolir,3,NA,8,NA,1
2,net,summer,1985,7,8,NA,NA,2,NA,21,1,1
8,net,summer,1985,7,8,NA,NA,2,18,12,0,1
9,net,summer,1985,7,8,NA,Lambhofdi,2,9,2,0,1
11,net,summer,1985,7,8,NA,Floi-Bolir,2,18,25,4,1
12,net,summer,1985,7,8,NA,S-Y-Bolur,3,15,15,0,1
15,net,summer,1985,7,8,NA,Skurdir,1,6,19,0,1
16,net,summer,1985,7,8,NA,Daudahaf,1,6,6,0,1
23,net,summer,1985,7,8,NA,Ytriflói,1,NA,10,1,1
25,net,summer,1985,7,8,NA,O Eyja + SF,2,8,12,0,1
26,net,summer,1985,7,8,NA,V- Holur,2,8,8,0,1
28,net,summer,1985,7,8,NA,NA,2,7,11,0,1
30,net,summer,1985,7,8,NA,NA,NA,12,12,0,1
31,net,summer,1985,7,8,NA,Vogafl/Framf,NA,12,14,8,1
35,net,summer,1985,7,8,NA,NA,2,10,4,1,1
2,net,summer,1985,7,9,NA,NA,2,NA,13,1,1
8,net,summer,1985,7,9,NA,NA,2,18,16,0,1
9,net,summer,1985,7,9,NA,Lambhofdi,2,9,4,0,1
11,net,summer,1985,7,9,NA,Floi-Bolir,2,18,23,1,1
12,net,summer,1985,7,9,NA,S-Y-Bolur,3,15,8,0,1
15,net,summer,1985,7,9,NA,Skurdir,1,6,8,2,1
23,net,summer,1985,7,9,NA,Ytriflói,1,NA,11,0,1
25,net,summer,1985,7,9,NA,O Eyja + SF,2,8,7,1,1
26,net,summer,1985,7,9,NA,V- Holur,2,8,5,0,1
27,net,summer,1985,7,9,NA,Bakkar,2,5,2,0,1
28,net,summer,1985,7,9,NA,NA,2,8,22,0,1
30,net,summer,1985,7,9,NA,NA,NA,12,12,0,1
31,net,summer,1985,7,9,NA,Vogafloi,NA,12,9,11,1
2,net,summer,1985,7,10,NA,NA,2,NA,20,NA,1
8,net,summer,1985,7,10,NA,NA,2,18,28,0,1
15,net,summer,1985,7,10,NA,Skurdir,1,6,12,3,1
25,net,summer,1985,7,10,NA,O Eyja + SF,2,8,12,2,1
26,net,summer,1985,7,10,NA,V- Holur,2,8,8,0,1
30,net,summer,1985,7,10,NA,NA,NA,12,4,4,1
31,net,summer,1985,7,10,NA,Vogafl/Framf,NA,12,6,30,1
2,net,summer,1985,7,11,NA,NA,2,NA,7,1,1
8,net,summer,1985,7,11,NA,NA,2,18,14,0,1
9,net,summer,1985,7,11,NA,Lambhofdi,2,18,12,1,1
15,net,summer,1985,7,11,NA,Skurdir,1,6,6,4,1
25,net,summer,1985,7,11,NA,O Eyja + SF,2,8,6,0,1
26,net,summer,1985,7,11,NA,V- Holur,2,8,2,1,1
31,net,summer,1985,7,11,NA,Vogafl/Framf,NA,12,53,22,1
35,net,summer,1985,7,11,NA,NA,2,10,2,1,1
8,net,summer,1985,7,12,NA,NA,2,18,15,2,1
9,net,summer,1985,7,12,NA,Lambhofdi,2,9,4,0,1
25,net,summer,1985,7,12,NA,O Eyja + SF,2,8,6,0,1
28,net,summer,1985,7,12,NA,NA,2,6,13,0,1
31,net,summer,1985,7,12,NA,Vogafl/Framf,NA,12,11,11,1
8,net,summer,1985,7,13,NA,NA,2,18,13,0,1
9,net,summer,1985,7,13,NA,Lambhofdi,2,9,8,0,1
25,net,summer,1985,7,13,NA,O Eyja + SF,2,8,6,0,1
26,net,summer,1985,7,13,NA,V- Holur,2,16,1,0,1
27,net,summer,1985,7,13,NA,Bakkar,2,5,1,0,1
30,net,summer,1985,7,13,NA,NA,NA,12,4,4,1
31,net,summer,1985,7,13,NA,Vogafl/Framf,NA,12,2,20,1
2,net,summer,1985,7,14,NA,NA,2,NA,21,0,1
8,net,summer,1985,7,14,NA,NA,2,18,8,0,1
9,net,summer,1985,7,14,NA,Lambhofdi,2,9,4,0,1
25,net,summer,1985,7,14,NA,O Eyja + SF,2,8,3,0,1
31,net,summer,1985,7,14,NA,Vogafl/Framf,NA,12,28,4,1
2,net,summer,1985,7,15,NA,NA,2,NA,21,0,1
3,net,summer,1985,7,15,NA,Álftavogur,2,8,14,0,1
9,net,summer,1985,7,15,NA,Lambhofdi,2,9,2,0,1
15,net,summer,1985,7,15,NA,Skurdir,1,6,5,1,1
16,net,summer,1985,7,15,NA,Daudahaf,1,6,8,0,1
18,net,summer,1985,7,15,NA,Sydri-Bolur,3,10,4,0,1
23,net,summer,1985,7,15,NA,Ytriflói,1,NA,2,3,1
25,net,summer,1985,7,15,NA,O Eyja + SF,2,8,35,0,1
28,net,summer,1985,7,15,NA,NA,2,6,8,0,1
31,net,summer,1985,7,15,NA,Vogafl/Framf,NA,12,25,14,1
2,net,summer,1985,7,16,NA,NA,2,NA,10,1,1
3,net,summer,1985,7,16,NA,Álftavogur,2,8,9,1,1
8,net,summer,1985,7,16,NA,NA,2,18,12,1,1
9,net,summer,1985,7,16,NA,Lambhofdi,2,9,11,0,1
11,net,summer,1985,7,16,NA,Floi-Bolir,2,18,9,5,1
12,net,summer,1985,7,16,NA,S-Y-Bolur,3,16,21,0,1
13,net,summer,1985,7,16,NA,S-Hrauntanga,1,8,3,0,1
15,net,summer,1985,7,16,NA,Skurdir,1,6,7,3,1
18,net,summer,1985,7,16,NA,Sydri-Bolur,3,10,3,0,1
25,net,summer,1985,7,16,NA,O Eyja + SF,2,8,30,0,1
26,net,summer,1985,7,16,NA,V- Holur,2,8,12,0,1
28,net,summer,1985,7,16,NA,NA,2,6,17,0,1
30,net,summer,1985,7,16,NA,NA,NA,12,12,2,1
31,net,summer,1985,7,16,NA,Vogafl/Framf,NA,12,10,10,1
3,net,summer,1985,7,17,NA,Álftavogur,2,8,16,2,1
8,net,summer,1985,7,17,NA,NA,2,18,18,0,1
9,net,summer,1985,7,17,NA,Lambhofdi,2,9,3,0,1
11,net,summer,1985,7,17,NA,Floi-Bolir,2,18,24,8,1
12,net,summer,1985,7,17,NA,S-Y-Bolur,3,16,11,0,1
18,net,summer,1985,7,17,NA,Sydri-Bolur,3,10,4,0,1
25,net,summer,1985,7,17,NA,O Eyja + SF,2,8,23,0,1
26,net,summer,1985,7,17,NA,V- Holur,2,8,12,2,1
28,net,summer,1985,7,17,NA,NA,2,7,7,2,1
30,net,summer,1985,7,17,NA,NA,NA,12,20,10,1
31,net,summer,1985,7,17,NA,Vogafl/Framf,NA,12,34,9,1
35,net,summer,1985,7,17,NA,NA,2,10,9,0,1
8,net,summer,1985,7,18,NA,NA,2,18,16,0,1
11,net,summer,1985,7,18,NA,Floi-Bolir,2,18,25,2,1
18,net,summer,1985,7,18,NA,Sydri-Bolur,3,10,4,0,1
25,net,summer,1985,7,18,NA,O Eyja + SF,2,8,7,0,1
26,net,summer,1985,7,18,NA,V- Holur,2,8,12,3,1
27,net,summer,1985,7,18,NA,Bakkar,2,5,7,2,1
30,net,summer,1985,7,18,NA,NA,NA,12,18,0,1
31,net,summer,1985,7,18,NA,Vogafl/Framf,NA,12,8,5,1
2,net,summer,1985,7,19,NA,NA,2,NA,7,0,1
8,net,summer,1985,7,19,NA,NA,2,18,9,1,1
16,net,summer,1985,7,19,NA,Daudahaf,1,6,18,0,1
18,net,summer,1985,7,19,NA,Sydri-Bolur,3,10,26,0,1
25,net,summer,1985,7,19,NA,O Eyja + SF,2,8,11,0,1
30,net,summer,1985,7,19,NA,NA,NA,12,40,4,1
31,net,summer,1985,7,19,NA,Vogafl/Framf,NA,12,20,6,1
2,net,summer,1985,7,20,NA,NA,2,NA,7,0,1
8,net,summer,1985,7,20,NA,NA,2,18,7,0,1
9,net,summer,1985,7,20,NA,Lambhofdi,2,27,12,0,1
11,net,summer,1985,7,20,NA,Floi-Bolir,2,26,39,0,1
16,net,summer,1985,7,20,NA,Daudahaf,1,6,15,0,1
18,net,summer,1985,7,20,NA,Sydri-Bolur,3,10,12,0,1
23,net,summer,1985,7,20,NA,Framfloi,2,NA,35,1,1
25,net,summer,1985,7,20,NA,O Eyja + SF,2,8,9,0,1
31,net,summer,1985,7,20,NA,Vogafl/Framf,NA,12,6,16,1
35,net,summer,1985,7,20,NA,NA,2,10,12,0,1
2,net,summer,1985,7,21,NA,NA,2,NA,7,0,1
11,net,summer,1985,7,21,NA,Floi-Bolir,2,26,63,0,1
16,net,summer,1985,7,21,NA,Daudahaf,1,6,12,0,1
18,net,summer,1985,7,21,NA,Sydri-Bolur,3,10,4,0,1
23,net,summer,1985,7,21,NA,Framfloi,2,NA,50,0,1
25,net,summer,1985,7,21,NA,O Eyja + SF,2,8,20,0,1
30,net,summer,1985,7,21,NA,NA,NA,12,26,4,1
31,net,summer,1985,7,21,NA,Vogafl/Framf,NA,12,5,2,1
35,net,summer,1985,7,21,NA,NA,2,10,1,1,1
8,net,summer,1985,7,22,NA,NA,2,18,8,0,1
9,net,summer,1985,7,22,NA,Lambhofdi,2,18,8,0,1
11,net,summer,1985,7,22,NA,Floi-Bolir,2,26,15,1,1
12,net,summer,1985,7,22,NA,S-Y-Bolur,3,16,7,0,1
18,net,summer,1985,7,22,NA,Sydri-Bolur,3,10,8,0,1
23,net,summer,1985,7,22,NA,Framfloi,2,NA,10,0,1
25,net,summer,1985,7,22,NA,O Eyja + SF,2,8,7,0,1
26,net,summer,1985,7,22,NA,V- Holur,2,8,9,1,1
30,net,summer,1985,7,22,NA,NA,NA,12,30,0,1
31,net,summer,1985,7,22,NA,Vogafl/Framf,NA,12,6,0,1
35,net,summer,1985,7,22,NA,NA,2,10,2,1,1
3,net,summer,1985,7,23,NA,Álftavogur,2,8,18,0,1
8,net,summer,1985,7,23,NA,NA,2,18,13,3,1
9,net,summer,1985,7,23,NA,Lambhofdi,2,9,3,0,1
11,net,summer,1985,7,23,NA,Floi-Bolir,2,26,38,1,1
18,net,summer,1985,7,23,NA,Sydri-Bolur,3,10,5,0,1
23,net,summer,1985,7,23,NA,Framfloi,2,NA,5,0,1
24,net,summer,1985,7,23,NA,S-Bekrar,2,9,1,0,1
25,net,summer,1985,7,23,NA,O Eyja + SF,2,8,7,0,1
26,net,summer,1985,7,23,NA,V- Holur,2,8,3,0,1
28,net,summer,1985,7,23,NA,NA,2,7,5,1,1
30,net,summer,1985,7,23,NA,NA,NA,12,20,0,1
31,net,summer,1985,7,23,NA,Vogafl/Framf,NA,12,10,16,1
35,net,summer,1985,7,23,NA,NA,2,10,12,0,1
2,net,summer,1985,7,24,NA,NA,2,NA,8,0,1
3,net,summer,1985,7,24,NA,Álftavogur,2,8,18,1,1
9,net,summer,1985,7,24,NA,Lambhofdi,2,9,4,0,1
11,net,summer,1985,7,24,NA,Floi-Bolir,2,26,52,14,1
12,net,summer,1985,7,24,NA,S-Y-Bolur,3,16,4,0,1
18,net,summer,1985,7,24,NA,Sydri-Bolur,3,10,6,0,1
25,net,summer,1985,7,24,NA,O Eyja + SF,2,8,12,0,1
26,net,summer,1985,7,24,NA,V- Holur,2,8,11,3,1
28,net,summer,1985,7,24,NA,NA,2,7,9,0,1
30,net,summer,1985,7,24,NA,NA,NA,12,17,0,1
31,net,summer,1985,7,24,NA,Vogafl/Framf,NA,12,7,6,1
35,net,summer,1985,7,24,NA,NA,2,10,26,0,1
2,net,summer,1985,7,25,NA,NA,2,NA,8,0,1
3,net,summer,1985,7,25,NA,Álftavogur,2,8,6,0,1
4,net,summer,1985,7,25,NA,Álftavogur,2,8,9,0,1
8,net,summer,1985,7,25,NA,NA,2,18,16,0,1
11,net,summer,1985,7,25,NA,Floi-Bolir,2,26,25,0,1
18,net,summer,1985,7,25,NA,Sydri-Bolur,3,10,6,0,1
23,net,summer,1985,7,25,NA,Framfloi,2,NA,19,0,1
25,net,summer,1985,7,25,NA,O Eyja + SF,2,8,10,0,1
26,net,summer,1985,7,25,NA,V- Holur,2,8,15,3,1
27,net,summer,1985,7,25,NA,Bakkar,2,5,6,1,1
30,net,summer,1985,7,25,NA,NA,NA,12,13,0,1
31,net,summer,1985,7,25,NA,Vogafl/Framf,NA,12,30,9,1
35,net,summer,1985,7,25,NA,NA,2,10,7,0,1
2,net,summer,1985,7,26,NA,NA,2,NA,5,2,1
3,net,summer,1985,7,26,NA,Álftavogur,2,8,11,0,1
4,net,summer,1985,7,26,NA,Álftavogur,2,8,4,0,1
9,net,summer,1985,7,26,NA,Lambhofdi,2,18,6,0,1
11,net,summer,1985,7,26,NA,Floi-Bolir,2,26,17,0,1
18,net,summer,1985,7,26,NA,Sydri-Bolur,3,10,5,0,1
22,net,summer,1985,7,26,NA,Ytrifloi,1,6,3,0,1
23,net,summer,1985,7,26,NA,Framfloi,2,NA,10,0,1
25,net,summer,1985,7,26,NA,O Eyja + SF,2,8,12,0,1
26,net,summer,1985,7,26,NA,V- Holur,2,8,11,0,1
27,net,summer,1985,7,26,NA,Bakkar,2,5,7,4,1
28,net,summer,1985,7,26,NA,NA,2,7,12,0,1
30,net,summer,1985,7,26,NA,NA,NA,12,11,0,1
31,net,summer,1985,7,26,NA,Vogafl/Framf,NA,12,9,5,1
35,net,summer,1985,7,26,NA,NA,2,10,2,0,1
2,net,summer,1985,7,27,NA,NA,2,NA,7,0,1
3,net,summer,1985,7,27,NA,Álftavogur,2,8,9,0,1
4,net,summer,1985,7,27,NA,Álftavogur,2,8,22,0,1
8,net,summer,1985,7,27,NA,NA,2,18,12,0,1
9,net,summer,1985,7,27,NA,Lambhofdi,2,9,5,0,1
11,net,summer,1985,7,27,NA,Floi-Bolir,2,26,18,0,1
18,net,summer,1985,7,27,NA,Sydri-Bolur,3,10,4,0,1
22,net,summer,1985,7,27,NA,Ytrifloi,1,6,10,0,1
23,net,summer,1985,7,27,NA,Framfloi,2,NA,5,0,1
25,net,summer,1985,7,27,NA,O Eyja + SF,2,8,15,0,1
26,net,summer,1985,7,27,NA,V- Holur,2,8,5,0,1
28,net,summer,1985,7,27,NA,NA,2,7,20,0,1
31,net,summer,1985,7,27,NA,Vogafl/Framf,NA,12,5,6,1
35,net,summer,1985,7,27,NA,NA,2,10,5,0,1
2,net,summer,1985,7,28,NA,NA,2,NA,6,1,1
4,net,summer,1985,7,28,NA,Álftavogur,2,8,25,0,1
4,net,summer,1985,7,28,NA,Sydrifloi,2,5,6,0,1
8,net,summer,1985,7,28,NA,NA,2,18,10,2,1
9,net,summer,1985,7,28,NA,Lambhofdi,2,9,1,0,1
11,net,summer,1985,7,28,NA,Floi-Bolir,2,18,15,0,1
18,net,summer,1985,7,28,NA,Sydri-Bolur,3,10,4,0,1
22,net,summer,1985,7,28,NA,Ytrifloi,1,6,3,0,1
25,net,summer,1985,7,28,NA,O Eyja + SF,2,8,9,0,1
26,net,summer,1985,7,28,NA,V- Holur,2,8,2,0,1
27,net,summer,1985,7,28,NA,Bakkar,2,5,6,0,1
28,net,summer,1985,7,28,NA,NA,2,7,13,0,1
